BudgetID,PlanningTool,Department,Month,Year,AllocatedBudget,RevisedBudget
BUD_0087543,Excel_Upload,IT,7,2026,3301089.83,2365485.9
BUD_0087544,Anaplan,IT,11,2026,128269.48,1455034.53
BUD_0087545,Anaplan,IT,4,2026,410774.3,5720027.69
BUD_0087546,Excel_Upload,IT,8,2024,374293.21,5454100.68
BUD_0087547,Anaplan,Marketing,11,2024,3916865.59,969328.36
BUD_0087548,Excel_Upload,Finance,12,2026,811833.23,5702907.92
BUD_0087549,Hyperion,Marketing,7,2024,4677305.95,178442.05
BUD_0087550,Anaplan,Marketing,1,2025,3709607.27,3520392.99
BUD_0087551,Anaplan,Operations,10,2024,2688898.98,3974409.82
BUD_0087552,Hyperion,IT,1,2026,2805086.25,753353.55
BUD_0087553,Anaplan,Marketing,12,2024,1976378.1,5082147.8
BUD_0087554,Excel_Upload,Marketing,3,2024,825303.65,3055418.94
BUD_0087555,Excel_Upload,Marketing,8,2025,3263327.22,5668256.33
BUD_0087556,Excel_Upload,Marketing,8,2026,3551815.77,5335007.57
BUD_0087557,Anaplan,Marketing,5,2026,2546806.01,1738302.42
BUD_0087558,Hyperion,Marketing,1,2024,4179198.94,2229678.55
BUD_0087559,Anaplan,Operations,3,2024,3878785.8,2800936.99
BUD_0087560,Hyperion,Sales,6,2024,3748010.26,3631676.05
BUD_0087561,Hyperion,Finance,1,2025,4782192.84,2276141.08
BUD_0087562,Anaplan,Marketing,11,2024,3214928.11,2448378.28
BUD_0087563,Hyperion,Operations,6,2024,3252004.65,801324.4
BUD_0087564,Anaplan,Marketing,1,2026,2469930.44,4003768.07
BUD_0087565,Anaplan,IT,1,2025,811192.82,2057911.4
BUD_0087566,Anaplan,Sales,1,2024,2713181.18,3006562.02
BUD_0087567,Anaplan,IT,7,2025,475828.01,5570256.4
BUD_0087568,Excel_Upload,Sales,5,2025,4816478.4,372074.42
BUD_0087569,Anaplan,Sales,7,2026,3920332.23,687866.45
BUD_0087570,Excel_Upload,IT,12,2026,319552.03,4513049.28
BUD_0087571,Anaplan,Marketing,2,2026,3020439.3,5754137.87
BUD_0087572,Hyperion,Sales,8,2024,724326.54,4161290.82
BUD_0087573,Excel_Upload,Operations,7,2026,2219409.11,1988354.66
BUD_0087574,Anaplan,Sales,7,2025,894498.1,5936651.63
BUD_0087575,Anaplan,IT,5,2026,1878652.25,700404.83
BUD_0087576,Hyperion,Operations,10,2024,248259.96,5514463.46
BUD_0087577,Hyperion,Finance,10,2026,4649470.03,5066160.14
BUD_0087578,Anaplan,Sales,1,2024,617745.41,3387975.76
BUD_0087579,Hyperion,Marketing,10,2025,1548232.73,5115882.5
BUD_0087580,Hyperion,Sales,2,2024,1097043.19,4174415.44
BUD_0087581,Excel_Upload,Operations,5,2024,2780978.62,1314255.9
BUD_0087582,Hyperion,Operations,1,2026,781603.84,4228478.02
BUD_0087583,Hyperion,Marketing,3,2025,4906596.86,369101.56
BUD_0087584,Excel_Upload,Finance,8,2025,2308248.0,1442574.32
BUD_0087585,Anaplan,Marketing,12,2025,2276042.1,1771807.29
BUD_0087586,Excel_Upload,Sales,2,2026,874718.28,3463149.58
BUD_0087587,Hyperion,Operations,1,2024,4656039.31,1680626.56
BUD_0087588,Excel_Upload,Finance,9,2025,3066901.08,4388815.89
BUD_0087589,Hyperion,IT,12,2026,572495.34,5943273.97
BUD_0087590,Excel_Upload,Operations,9,2025,2701062.77,4073364.7
BUD_0087591,Excel_Upload,Operations,3,2024,1956565.11,1252216.1
BUD_0087592,Anaplan,IT,12,2026,3707615.73,1850938.48
BUD_0087593,Hyperion,IT,7,2026,4132653.87,3601852.29
BUD_0087594,Excel_Upload,Marketing,10,2025,4465258.52,1441852.72
BUD_0087595,Excel_Upload,Sales,10,2026,2428127.83,1123082.52
BUD_0087596,Hyperion,IT,9,2024,4735436.35,54609.68
BUD_0087597,Excel_Upload,Marketing,2,2026,3092559.31,5442268.66
BUD_0087598,Anaplan,Finance,11,2025,3627671.95,1212303.81
BUD_0087599,Hyperion,Finance,2,2024,1435568.91,3306114.31
BUD_0087600,Anaplan,Finance,4,2024,665155.03,4424607.16
BUD_0087601,Hyperion,Operations,9,2025,2539389.1,515373.23
BUD_0087602,Anaplan,Marketing,10,2024,1642256.08,4001664.57
BUD_0087603,Hyperion,Sales,4,2024,4094909.45,5285569.58
BUD_0087604,Excel_Upload,IT,5,2025,948185.66,3115478.34
BUD_0087605,Hyperion,IT,5,2026,3030242.14,3658788.49
BUD_0087606,Excel_Upload,Operations,10,2026,2163386.9,5374211.44
BUD_0087607,Anaplan,Marketing,1,2026,361987.1,2611307.37
BUD_0087608,Excel_Upload,Finance,7,2026,449410.72,358715.17
BUD_0087609,Anaplan,IT,7,2025,663205.91,4668651.21
BUD_0087610,Excel_Upload,Finance,12,2025,2336895.77,3576977.13
BUD_0087611,Anaplan,Finance,11,2025,4398076.12,4854664.5
BUD_0087612,Hyperion,Marketing,9,2026,380769.96,5451672.68
BUD_0087613,Hyperion,Marketing,7,2024,1780184.74,1952382.71
BUD_0087614,Excel_Upload,Operations,8,2024,102757.56,3577370.76
BUD_0087615,Hyperion,Sales,6,2026,2709635.86,4311005.36
BUD_0087616,Excel_Upload,Operations,2,2025,778619.39,3776930.31
BUD_0087617,Anaplan,IT,8,2025,766301.76,825524.19
BUD_0087618,Anaplan,IT,5,2026,4713164.14,822931.76
BUD_0087619,Hyperion,Operations,2,2026,4269356.21,4062258.17
BUD_0087620,Hyperion,Marketing,6,2024,3792143.99,1417755.02
BUD_0087621,Excel_Upload,IT,8,2026,4457689.88,2359570.27
BUD_0087622,Excel_Upload,Marketing,10,2025,3447023.94,1452858.33
BUD_0087623,Anaplan,Operations,3,2025,3301826.77,1018339.64
BUD_0087624,Anaplan,Operations,12,2024,1327749.78,1024121.04
BUD_0087625,Excel_Upload,IT,6,2026,90756.24,3267594.32
BUD_0087626,Hyperion,Finance,10,2025,414008.52,294642.5
BUD_0087627,Hyperion,Sales,2,2026,865440.64,2257977.16
BUD_0087628,Excel_Upload,Marketing,1,2026,654703.66,4097647.35
BUD_0087629,Excel_Upload,Sales,3,2025,3110108.72,1473114.2
BUD_0087630,Hyperion,Sales,12,2026,3832202.56,1226092.86
BUD_0087631,Hyperion,Operations,7,2024,469447.78,4159151.42
BUD_0087632,Hyperion,Operations,10,2026,771693.05,1454873.74
BUD_0087633,Hyperion,Operations,3,2024,1233155.88,4591245.7
BUD_0087634,Excel_Upload,Marketing,12,2025,3007673.88,5698896.97
BUD_0087635,Anaplan,Sales,8,2025,3741844.74,5350800.47
BUD_0087636,Hyperion,Sales,12,2024,2019098.87,1581226.84
BUD_0087637,Anaplan,Operations,8,2026,2638008.45,2900392.8
BUD_0087638,Anaplan,Finance,6,2025,1213919.66,3393700.07
BUD_0087639,Hyperion,Operations,10,2025,404767.96,270930.74
BUD_0087640,Excel_Upload,Operations,3,2026,2034321.31,1479114.98
BUD_0087641,Anaplan,IT,10,2024,782908.87,2780441.39
BUD_0087642,Anaplan,Operations,12,2024,4286063.86,3293453.31
BUD_0087643,Excel_Upload,Marketing,5,2026,4548278.46,2862344.6
BUD_0087644,Hyperion,Sales,6,2026,269131.59,268185.05
BUD_0087645,Hyperion,Operations,10,2024,4232230.22,1934154.63
BUD_0087646,Excel_Upload,Finance,4,2024,2690036.15,756242.65
BUD_0087647,Excel_Upload,Sales,8,2026,3827419.69,2844725.37
BUD_0087648,Anaplan,Sales,10,2026,636550.0,893003.22
BUD_0087649,Hyperion,Finance,1,2026,1707916.83,3814018.46
BUD_0087650,Hyperion,IT,11,2025,878315.6,2596834.25
BUD_0087651,Excel_Upload,Finance,3,2026,4059049.72,1375979.3
BUD_0087652,Excel_Upload,Marketing,12,2024,149089.13,4509684.99
BUD_0087653,Hyperion,Finance,3,2026,216311.26,3053094.56
BUD_0087654,Hyperion,IT,12,2024,3703400.9,2255037.48
BUD_0087655,Hyperion,Operations,3,2026,144752.35,4099048.83
BUD_0087656,Anaplan,Operations,10,2024,870424.72,5673579.0
BUD_0087657,Anaplan,Sales,10,2025,4509223.51,4451107.07
BUD_0087658,Anaplan,Operations,11,2024,946268.13,3502923.13
BUD_0087659,Hyperion,Operations,7,2024,1114777.97,170007.94
BUD_0087660,Hyperion,Finance,8,2024,2877606.67,1255114.14
BUD_0087661,Hyperion,Sales,12,2025,3824341.14,408064.27
BUD_0087662,Hyperion,Sales,8,2026,1055810.33,4066678.98
BUD_0087663,Hyperion,Finance,10,2026,1232754.42,5352709.56
BUD_0087664,Excel_Upload,Marketing,3,2026,4989173.74,4609385.65
BUD_0087665,Anaplan,Marketing,9,2024,1666432.5,4982431.25
BUD_0087666,Hyperion,Marketing,9,2025,515061.78,1488985.07
BUD_0087667,Excel_Upload,Finance,4,2026,510905.75,3372576.93
BUD_0087668,Anaplan,Operations,8,2024,2807334.39,2338630.73
BUD_0087669,Excel_Upload,IT,1,2026,579126.11,4075674.69
BUD_0087670,Hyperion,Marketing,9,2024,652857.89,1803498.29
BUD_0087671,Excel_Upload,Operations,5,2024,406311.59,1641185.2
BUD_0087672,Excel_Upload,Marketing,2,2024,3824541.12,1173938.42
BUD_0087673,Excel_Upload,IT,9,2026,3392706.3,152427.95
BUD_0087674,Anaplan,Operations,8,2025,4447686.83,3618807.26
BUD_0087675,Excel_Upload,Marketing,3,2026,4299937.48,5399273.4
BUD_0087676,Anaplan,Finance,11,2026,3060931.46,1462086.63
BUD_0087677,Hyperion,Marketing,11,2026,1354985.4,1599842.54
BUD_0087678,Hyperion,Sales,8,2026,4009950.42,5146363.25
BUD_0087679,Anaplan,Finance,8,2025,4614787.73,5149200.55
BUD_0087680,Hyperion,Finance,3,2026,490428.94,4822301.51
BUD_0087681,Anaplan,IT,10,2024,2905598.86,200601.25
BUD_0087682,Anaplan,Operations,12,2024,2997688.15,4955752.42
BUD_0087683,Excel_Upload,IT,8,2024,2877618.63,3668228.12
BUD_0087684,Anaplan,Finance,5,2026,4167049.15,1992309.29
BUD_0087685,Hyperion,IT,12,2025,2918774.73,1765351.03
BUD_0087686,Anaplan,Operations,6,2024,1089123.28,2605059.46
BUD_0087687,Anaplan,Finance,5,2026,2409433.92,3972932.14
BUD_0087688,Anaplan,Marketing,10,2025,2590930.39,3105549.89
BUD_0087689,Excel_Upload,IT,9,2026,2182341.0,2308596.72
BUD_0087690,Anaplan,Finance,1,2025,764783.03,3288315.9
BUD_0087691,Hyperion,Finance,7,2026,4625155.23,84844.92
BUD_0087692,Excel_Upload,Marketing,3,2025,3736573.9,4117422.4
BUD_0087693,Hyperion,Sales,12,2025,4188154.8,5014223.31
BUD_0087694,Excel_Upload,IT,11,2025,4176233.18,1074916.84
BUD_0087695,Excel_Upload,Operations,10,2026,3460548.35,818683.33
BUD_0087696,Hyperion,Marketing,9,2025,2284418.27,3298015.37
BUD_0087697,Hyperion,Marketing,2,2026,1069539.21,4933315.45
BUD_0087698,Excel_Upload,Sales,12,2024,3173470.16,2511880.26
BUD_0087699,Excel_Upload,Marketing,1,2025,4487743.5,94735.74
BUD_0087700,Hyperion,IT,6,2026,2822623.79,5331150.33
BUD_0087701,Excel_Upload,Operations,5,2025,4230723.2,3840323.67
BUD_0087702,Excel_Upload,Marketing,2,2025,1747473.13,1793802.97
BUD_0087703,Excel_Upload,Finance,10,2026,2022497.07,2292482.8
BUD_0087704,Excel_Upload,Finance,7,2024,3024166.85,4153933.46
BUD_0087705,Excel_Upload,Marketing,5,2024,2049886.79,1966107.16
BUD_0087706,Anaplan,Operations,3,2024,4341073.6,4143068.13
BUD_0087707,Anaplan,Sales,10,2025,3241192.44,4044376.31
BUD_0087708,Excel_Upload,Sales,10,2026,198525.09,5595350.59
BUD_0087709,Anaplan,Finance,8,2024,2557800.06,3601435.34
BUD_0087710,Excel_Upload,IT,2,2025,1452926.92,3365582.31
BUD_0087711,Excel_Upload,Operations,1,2025,3730784.12,3008716.72
BUD_0087712,Excel_Upload,Marketing,10,2026,1670856.4,4939651.81
BUD_0087713,Anaplan,Sales,10,2024,3237670.34,177936.67
BUD_0087714,Excel_Upload,Finance,1,2024,157728.51,1093506.47
BUD_0087715,Anaplan,IT,3,2026,220284.64,3552754.32
BUD_0087716,Excel_Upload,Sales,2,2024,3684226.01,1982860.6
BUD_0087717,Anaplan,IT,9,2026,3404695.28,615245.38
BUD_0087718,Anaplan,Operations,5,2026,1834925.98,2388366.31
BUD_0087719,Hyperion,IT,3,2026,4309914.84,4205267.34
BUD_0087720,Excel_Upload,IT,11,2026,3737286.73,5677151.96
BUD_0087721,Anaplan,Finance,9,2025,3123889.91,5885748.3
BUD_0087722,Hyperion,IT,1,2025,224477.14,951080.8
BUD_0087723,Excel_Upload,Operations,8,2026,4241150.18,830860.44
BUD_0087724,Anaplan,Finance,12,2024,805526.3,3639730.79
BUD_0087725,Hyperion,IT,9,2025,1285159.35,2026808.58
BUD_0087726,Hyperion,Finance,2,2025,3493512.39,3257794.49
BUD_0087727,Hyperion,IT,4,2024,4071764.39,4232122.47
BUD_0087728,Anaplan,Marketing,6,2025,883954.31,259119.52
BUD_0087729,Excel_Upload,Sales,11,2025,2707387.13,4339976.94
BUD_0087730,Excel_Upload,Finance,12,2026,4894337.52,4653727.0
BUD_0087731,Hyperion,Sales,12,2025,3373199.23,2381732.93
BUD_0087732,Excel_Upload,Marketing,4,2025,2357098.4,679254.96
BUD_0087733,Hyperion,Finance,8,2025,997888.71,1241591.6
BUD_0087734,Anaplan,Sales,6,2025,4269423.59,337370.86
BUD_0087735,Anaplan,Operations,9,2026,2418541.18,2646899.68
BUD_0087736,Excel_Upload,Sales,3,2024,217896.0,4089037.08
BUD_0087737,Hyperion,Marketing,8,2026,1815963.06,5745454.66
BUD_0087738,Anaplan,Marketing,12,2024,3276825.62,604495.51
BUD_0087739,Excel_Upload,Operations,3,2026,2439793.61,4519741.29
BUD_0087740,Hyperion,Finance,2,2026,207554.74,4820462.11
BUD_0087741,Anaplan,Sales,3,2025,4539228.49,4638053.52
BUD_0087742,Excel_Upload,Marketing,1,2024,3078328.65,5771653.79
BUD_0087743,Hyperion,Marketing,2,2026,1025773.66,666908.22
BUD_0087744,Hyperion,Marketing,12,2025,1236048.69,4110116.59
BUD_0087745,Anaplan,Finance,10,2026,2904390.56,3240619.29
BUD_0087746,Excel_Upload,Sales,9,2024,2813883.4,1986822.5
BUD_0087747,Excel_Upload,IT,10,2024,3203848.01,3895219.67
BUD_0087748,Hyperion,Finance,1,2026,287174.11,3280642.64
BUD_0087749,Anaplan,IT,7,2026,1493856.33,2623076.89
BUD_0087750,Anaplan,Marketing,1,2024,4908599.03,4401548.87
BUD_0087751,Excel_Upload,Sales,4,2025,386817.91,2708133.4
BUD_0087752,Hyperion,Operations,1,2025,4991285.37,3052445.58
BUD_0087753,Excel_Upload,Sales,6,2025,3384244.26,5694517.28
BUD_0087754,Excel_Upload,Operations,3,2024,1229164.07,2521873.55
BUD_0087755,Hyperion,Sales,8,2025,4516198.13,4100830.79
BUD_0087756,Anaplan,Sales,1,2025,1765785.25,813659.13
BUD_0087757,Excel_Upload,IT,8,2024,3056861.4,2547225.89
BUD_0087758,Hyperion,Operations,5,2026,636713.03,3729533.92
BUD_0087759,Anaplan,Operations,7,2025,3614732.24,5480026.12
BUD_0087760,Hyperion,Operations,2,2024,1939313.57,1681404.46
BUD_0087761,Hyperion,Sales,11,2025,1557336.44,5776500.47
BUD_0087762,Hyperion,IT,10,2026,4723844.06,3181532.25
BUD_0087763,Anaplan,IT,6,2025,4251095.62,2979162.3
BUD_0087764,Anaplan,Sales,1,2024,3181233.32,997607.91
BUD_0087765,Anaplan,Finance,5,2025,1854940.52,5710767.16
BUD_0087766,Excel_Upload,Marketing,12,2024,2270596.81,3903924.01
BUD_0087767,Excel_Upload,Sales,7,2025,177535.01,3591101.36
BUD_0087768,Anaplan,Finance,6,2024,3207337.73,235731.59
BUD_0087769,Excel_Upload,Operations,8,2026,4667193.31,149792.21
BUD_0087770,Hyperion,Sales,11,2025,4890478.8,895684.18
BUD_0087771,Hyperion,Marketing,10,2025,4153294.52,4941055.4
BUD_0087772,Hyperion,IT,4,2024,2178116.9,2389445.11
BUD_0087773,Excel_Upload,Marketing,10,2024,2622855.88,310356.35
BUD_0087774,Anaplan,Marketing,8,2025,2807235.86,4297800.96
BUD_0087775,Excel_Upload,IT,12,2024,4883523.09,4913879.22
BUD_0087776,Excel_Upload,Sales,3,2024,3138038.09,5513888.11
BUD_0087777,Anaplan,Marketing,4,2025,640063.49,2447845.12
BUD_0087778,Hyperion,Marketing,7,2026,1174021.84,5617593.47
BUD_0087779,Anaplan,IT,4,2025,2321405.62,2382155.79
BUD_0087780,Hyperion,Sales,7,2026,2397977.37,4471422.81
BUD_0087781,Anaplan,Sales,7,2025,2438794.04,3209765.24
BUD_0087782,Excel_Upload,Operations,11,2026,3956170.07,3264360.65
BUD_0087783,Anaplan,IT,9,2024,282060.93,3271156.25
BUD_0087784,Anaplan,Finance,7,2026,482356.97,5634680.35
BUD_0087785,Hyperion,Sales,11,2025,3586280.63,5094509.88
BUD_0087786,Anaplan,Finance,6,2025,2951961.8,1140413.45
BUD_0087787,Anaplan,Operations,2,2026,2710978.61,4532324.79
BUD_0087788,Anaplan,Marketing,11,2026,4498082.75,3239063.38
BUD_0087789,Anaplan,Marketing,5,2025,860796.93,2455002.8
BUD_0087790,Excel_Upload,Sales,2,2024,2777401.54,2330848.9
BUD_0087791,Anaplan,IT,2,2025,3523148.73,893727.63
BUD_0087792,Anaplan,Operations,9,2026,970453.55,2903838.34
BUD_0087793,Hyperion,Operations,5,2024,1197043.66,4006605.45
BUD_0087794,Anaplan,Finance,10,2025,1329918.85,2048557.92
BUD_0087795,Excel_Upload,Finance,3,2024,612531.38,3486945.42
BUD_0087796,Hyperion,Operations,6,2026,3892641.23,5150431.99
BUD_0087797,Hyperion,Operations,3,2026,3706925.99,1790678.0
BUD_0087798,Anaplan,Marketing,7,2026,96580.55,1039135.92
BUD_0087799,Hyperion,Operations,6,2026,1445826.8,3751202.72
BUD_0087800,Hyperion,Marketing,4,2024,1102480.04,379197.61
BUD_0087801,Anaplan,Finance,6,2024,3042070.06,2825720.9
BUD_0087802,Excel_Upload,Operations,6,2025,2103173.18,3852988.98
BUD_0087803,Excel_Upload,Sales,12,2024,1622208.08,793795.39
BUD_0087804,Anaplan,IT,2,2026,1113366.66,887125.92
BUD_0087805,Hyperion,Marketing,4,2025,4746914.94,5107074.32
BUD_0087806,Anaplan,Operations,9,2026,1290321.23,2014144.75
BUD_0087807,Anaplan,IT,8,2026,407371.86,4558032.8
BUD_0087808,Hyperion,Finance,10,2026,1665542.62,2508989.72
BUD_0087809,Hyperion,Sales,5,2026,2729048.52,2389719.52
BUD_0087810,Anaplan,Operations,4,2025,4892340.58,4442481.77
BUD_0087811,Hyperion,Operations,8,2025,877971.15,5642271.65
BUD_0087812,Hyperion,Finance,3,2024,184986.55,5912459.7
BUD_0087813,Excel_Upload,Finance,12,2026,191743.63,850557.07
BUD_0087814,Excel_Upload,Marketing,3,2026,1893021.39,3745317.73
BUD_0087815,Anaplan,Operations,9,2026,1660278.91,2048039.38
BUD_0087816,Anaplan,Operations,12,2024,64926.59,3575555.38
BUD_0087817,Anaplan,Sales,7,2025,4356502.6,1453336.66
BUD_0087818,Excel_Upload,Marketing,2,2024,4178673.42,3707649.08
BUD_0087819,Hyperion,Sales,5,2024,1485534.69,808846.95
BUD_0087820,Anaplan,Marketing,10,2026,2338980.05,1450690.82
BUD_0087821,Excel_Upload,Operations,10,2026,3024149.13,4553546.23
BUD_0087822,Anaplan,Marketing,5,2024,145262.6,3699398.94
BUD_0087823,Excel_Upload,Operations,2,2025,4923041.04,1438834.21
BUD_0087824,Excel_Upload,IT,2,2025,163868.17,5569390.72
BUD_0087825,Hyperion,IT,2,2025,3509619.29,2083926.8
BUD_0087826,Excel_Upload,Marketing,9,2026,3791822.11,1118178.27
BUD_0087827,Hyperion,Finance,5,2025,4844479.04,1112210.87
BUD_0087828,Anaplan,IT,3,2026,719478.61,2564088.39
BUD_0087829,Hyperion,Operations,11,2024,2772592.33,2932011.4
BUD_0087830,Anaplan,Marketing,8,2024,1202533.37,2017800.69
BUD_0087831,Anaplan,Operations,1,2025,1715446.35,1562881.43
BUD_0087832,Hyperion,IT,12,2024,1302550.8,5609288.54
BUD_0087833,Anaplan,IT,4,2026,1508618.0,2933483.34
BUD_0087834,Anaplan,Operations,4,2024,2629014.77,4310644.74
BUD_0087835,Anaplan,Finance,11,2024,1397893.88,1746459.41
BUD_0087836,Anaplan,Marketing,2,2025,4702046.9,737939.78
BUD_0087837,Excel_Upload,Sales,9,2024,1914126.05,3240362.02
BUD_0087838,Excel_Upload,Sales,1,2025,2321300.49,4857995.13
BUD_0087839,Hyperion,Operations,7,2025,216156.37,5060487.36
BUD_0087840,Excel_Upload,IT,7,2024,3401757.41,2551578.86
BUD_0087841,Excel_Upload,Sales,6,2025,920643.0,1958979.33
BUD_0087842,Excel_Upload,Operations,9,2024,4330092.52,2919459.84
BUD_0087843,Excel_Upload,Marketing,4,2026,2658602.7,146371.46
BUD_0087844,Excel_Upload,Marketing,9,2025,765048.69,2008766.83
BUD_0087845,Excel_Upload,Marketing,8,2025,951244.58,184502.93
BUD_0087846,Hyperion,Finance,10,2026,1687469.46,265830.15
BUD_0087847,Hyperion,Marketing,2,2024,4710994.68,2281638.6
BUD_0087848,Hyperion,IT,12,2025,2356023.84,5399319.57
BUD_0087849,Excel_Upload,Marketing,9,2025,4080755.56,2590434.38
BUD_0087850,Excel_Upload,Finance,2,2026,3009915.03,4407443.64
BUD_0087851,Excel_Upload,Operations,7,2025,2534105.4,4414654.39
BUD_0087852,Anaplan,Sales,12,2024,1728871.69,3751311.5
BUD_0087853,Excel_Upload,Finance,4,2025,3436787.4,3006686.36
BUD_0087854,Hyperion,Operations,1,2025,1521121.0,1979131.12
BUD_0087855,Anaplan,Sales,9,2026,4721109.08,653558.73
BUD_0087856,Anaplan,Marketing,4,2024,963608.21,1602916.28
BUD_0087857,Excel_Upload,Operations,1,2026,679964.16,4737530.67
BUD_0087858,Excel_Upload,Sales,4,2025,2336837.58,2478411.63
BUD_0087859,Hyperion,Marketing,10,2025,998548.76,5621428.0
BUD_0087860,Hyperion,IT,3,2024,3648517.22,2899034.48
BUD_0087861,Excel_Upload,IT,5,2025,2258929.73,3508724.9
BUD_0087862,Hyperion,Sales,8,2024,3730073.72,3741045.31
BUD_0087863,Hyperion,IT,1,2025,1397187.78,5727709.74
BUD_0087864,Excel_Upload,IT,10,2025,3381888.96,2693185.93
BUD_0087865,Hyperion,Marketing,6,2024,1621269.5,5614481.43
BUD_0087866,Anaplan,Marketing,11,2024,3826381.87,1083603.18
BUD_0087867,Anaplan,Operations,6,2025,4637939.92,2021493.83
BUD_0087868,Hyperion,IT,7,2025,952419.5,3517278.97
BUD_0087869,Anaplan,Sales,6,2024,785368.51,2915641.66
BUD_0087870,Hyperion,IT,2,2026,609299.84,1671822.31
BUD_0087871,Anaplan,Finance,10,2026,311786.45,1441524.47
BUD_0087872,Hyperion,Operations,4,2026,4999929.06,3350443.14
BUD_0087873,Excel_Upload,Finance,8,2026,1539307.67,5620998.93
BUD_0087874,Hyperion,Marketing,12,2026,4195549.73,5466606.3
BUD_0087875,Excel_Upload,Marketing,10,2026,3807697.5,2842088.76
BUD_0087876,Hyperion,IT,1,2025,1665163.91,5835837.65
BUD_0087877,Hyperion,Sales,6,2024,3045152.59,3106598.69
BUD_0087878,Excel_Upload,IT,12,2026,843274.01,2886611.28
BUD_0087879,Anaplan,Finance,2,2025,4436566.62,5272189.81
BUD_0087880,Excel_Upload,Marketing,7,2025,1084102.67,184818.92
BUD_0087881,Anaplan,Finance,8,2024,1816623.43,436917.01
BUD_0087882,Hyperion,Sales,1,2025,2040227.77,5793409.45
BUD_0087883,Anaplan,IT,2,2025,4170082.66,4155849.28
BUD_0087884,Hyperion,Finance,8,2024,4414303.44,411039.51
BUD_0087885,Excel_Upload,IT,3,2024,2645321.5,5019290.19
BUD_0087886,Anaplan,Finance,5,2024,616220.36,2184360.93
BUD_0087887,Hyperion,Operations,4,2024,2927612.45,2932039.66
BUD_0087888,Anaplan,Operations,3,2025,1261491.0,5088631.09
BUD_0087889,Excel_Upload,Operations,12,2026,852391.09,4723632.14
BUD_0087890,Hyperion,IT,10,2024,2047417.98,3112497.29
BUD_0087891,Excel_Upload,Finance,3,2026,384468.96,1094580.59
BUD_0087892,Hyperion,Sales,5,2026,3894204.14,2404944.78
BUD_0087893,Anaplan,Marketing,3,2025,2629198.8,629482.63
BUD_0087894,Anaplan,Marketing,11,2026,1461730.5,989970.31
BUD_0087895,Anaplan,Sales,9,2025,598065.55,3424063.22
BUD_0087896,Anaplan,Marketing,3,2024,762035.36,2504027.86
BUD_0087897,Excel_Upload,Operations,3,2025,4106842.11,119793.98
BUD_0087898,Hyperion,Finance,9,2025,4528076.53,5366484.09
BUD_0087899,Anaplan,IT,10,2026,3447535.66,5247922.41
BUD_0087900,Anaplan,Marketing,3,2026,4449409.14,5313233.69
BUD_0087901,Anaplan,Sales,11,2026,227748.06,421717.21
BUD_0087902,Anaplan,IT,1,2026,4565871.7,203755.67
BUD_0087903,Hyperion,Finance,5,2024,4877369.44,1635850.96
BUD_0087904,Anaplan,IT,5,2025,4758962.67,1872835.86
BUD_0087905,Hyperion,IT,6,2026,4239117.2,4463685.55
BUD_0087906,Excel_Upload,Finance,12,2025,1733670.55,4461837.47
BUD_0087907,Anaplan,Operations,12,2024,1352617.33,3262140.07
BUD_0087908,Anaplan,Finance,10,2026,1974923.69,5601704.1
BUD_0087909,Excel_Upload,IT,4,2026,1079865.04,798727.26
BUD_0087910,Excel_Upload,Sales,4,2024,1544217.23,446990.72
BUD_0087911,Anaplan,Finance,6,2025,4184510.21,5289014.33
BUD_0087912,Anaplan,Finance,2,2026,4091469.51,5015330.89
BUD_0087913,Excel_Upload,Operations,12,2024,96436.47,1847775.58
BUD_0087914,Hyperion,Marketing,1,2025,480894.05,2713079.36
BUD_0087915,Hyperion,Sales,4,2025,813145.02,1186284.16
BUD_0087916,Excel_Upload,Sales,2,2025,596395.96,686014.15
BUD_0087917,Anaplan,Marketing,5,2025,805208.05,4996376.07
BUD_0087918,Anaplan,IT,11,2026,783054.79,2143262.14
BUD_0087919,Anaplan,Sales,7,2024,4849095.7,4352040.54
BUD_0087920,Excel_Upload,Marketing,7,2025,2562015.33,1878927.19
BUD_0087921,Excel_Upload,IT,8,2025,2778495.87,2611637.07
BUD_0087922,Hyperion,Operations,4,2024,2734616.22,5779909.49
BUD_0087923,Excel_Upload,Finance,5,2025,4613319.63,3927998.25
BUD_0087924,Anaplan,Sales,9,2025,1160871.02,2138253.3
BUD_0087925,Excel_Upload,Marketing,8,2026,3382416.74,452084.08
BUD_0087926,Excel_Upload,IT,5,2024,2416978.35,948058.91
BUD_0087927,Anaplan,Marketing,7,2024,1543499.54,1041370.78
BUD_0087928,Anaplan,Finance,10,2025,1770250.1,5107353.28
BUD_0087929,Excel_Upload,Finance,2,2025,553213.84,3809814.01
BUD_0087930,Excel_Upload,Finance,10,2025,4496438.96,2812770.83
BUD_0087931,Anaplan,IT,10,2026,4788151.72,3159616.51
BUD_0087932,Anaplan,Marketing,12,2024,1845157.51,4829758.0
BUD_0087933,Excel_Upload,Marketing,5,2025,4087756.69,3591655.95
BUD_0087934,Excel_Upload,Operations,1,2026,2764175.95,4990233.97
BUD_0087935,Hyperion,Sales,12,2025,1571417.15,3646451.82
BUD_0087936,Anaplan,IT,4,2026,2280465.09,1841192.64
BUD_0087937,Excel_Upload,Operations,9,2024,1700265.64,302545.51
